frame,health,ref_x,ref_y,ref_z,droid_x,droid_y,droid_z,est_x,est_y,est_z,err_2d
2921,1,-52.1615,-23.8387,13.6632,-0.652576,1.100555,-0.16509,-52.1615,-23.8387,13.6632,0.0
2922,1,-52.2618,-24.0064,13.6639,-0.651057,1.114048,-0.163893,-52.2618,-24.0064,13.6639,0.0
2923,1,-52.3623,-24.1748,13.6646,-0.651057,1.114048,-0.163893,-52.3623,-24.1748,13.6646,0.0
2924,1,-52.4629,-24.3438,13.6654,-0.651057,1.114048,-0.163893,-52.4629,-24.3438,13.6654,0.0
2925,1,-52.5634,-24.5132,13.6662,-0.65051,1.125081,-0.165602,-52.5634,-24.5132,13.6662,0.0
2926,1,-52.6637,-24.6828,13.6671,-0.65051,1.125081,-0.165602,-52.6637,-24.6828,13.6671,0.0
2927,1,-52.7638,-24.8514,13.668,-0.65051,1.125081,-0.165602,-52.7638,-24.8514,13.668,0.0
2928,1,-52.8636,-25.0189,13.669,-0.647697,1.138886,-0.164241,-52.8636,-25.0189,13.669,0.0
2929,1,-52.9635,-25.1854,13.67,-0.647697,1.138886,-0.164241,-52.9635,-25.1854,13.67,0.0
2930,0,-53.0643,-25.3529,13.671,-0.647697,1.138886,-0.164241,-53.594,-70.1313,-1.0072,44.7815
2931,0,-53.1659,-25.5215,13.672,-0.649326,1.147662,-0.167106,-53.6063,-70.1181,-1.001,44.5988
2932,0,-53.2683,-25.6911,13.673,-0.649326,1.147662,-0.167106,-53.6063,-70.1181,-1.001,44.4283
2933,1,-53.3699,-25.8595,13.674,-0.649326,1.147662,-0.167106,-53.3699,-25.8595,13.674,0.0
2934,1,-53.4706,-26.0267,13.6752,-0.648397,1.163294,-0.163434,-53.4706,-26.0267,13.6752,0.0
2935,1,-53.5705,-26.1927,13.6763,-0.648397,1.163294,-0.163434,-53.5705,-26.1927,13.6763,0.0
2936,1,-53.6711,-26.3597,13.6775,-0.648397,1.163294,-0.163434,-53.6711,-26.3597,13.6775,0.0
2937,1,-53.7725,-26.5275,13.6786,-0.649308,1.173746,-0.164459,-53.7725,-26.5275,13.6786,0.0
2938,1,-53.8746,-26.6962,13.6797,-0.649308,1.173746,-0.164459,-53.8746,-26.6962,13.6797,0.0
2939,1,-53.9757,-26.8647,13.6808,-0.649308,1.173746,-0.164459,-53.9757,-26.8647,13.6808,0.0
2940,1,-54.0759,-27.0334,13.6818,-0.648151,1.187774,-0.162379,-54.0759,-27.0334,13.6818,0.0
2941,1,-54.175,-27.2023,13.6828,-0.648151,1.187774,-0.162379,-54.175,-27.2023,13.6828,0.0
2942,1,-54.2749,-27.3715,13.6837,-0.648151,1.187774,-0.162379,-54.2749,-27.3715,13.6837,0.0
2943,1,-54.3753,-27.5407,13.6846,-0.649527,1.19757,-0.164743,-54.3753,-27.5407,13.6846,0.0
2944,1,-54.4764,-27.7097,13.6855,-0.649527,1.19757,-0.164743,-54.4764,-27.7097,13.6855,0.0
2945,1,-54.5764,-27.8786,13.6863,-0.649527,1.19757,-0.164743,-54.5764,-27.8786,13.6863,0.0
2946,1,-54.6753,-28.0474,13.6871,-0.647551,1.210893,-0.163651,-54.6753,-28.0474,13.6871,0.0
2947,1,-54.7731,-28.2164,13.6878,-0.647551,1.210893,-0.163651,-54.7731,-28.2164,13.6878,0.0
2948,1,-54.8715,-28.3857,13.6884,-0.647551,1.210893,-0.163651,-54.8715,-28.3857,13.6884,0.0
2949,1,-54.9703,-28.5549,13.6891,-0.647743,1.219863,-0.167198,-54.9703,-28.5549,13.6891,0.0
2950,1,-55.0696,-28.7238,13.6897,-0.647743,1.219863,-0.167198,-55.0696,-28.7238,13.6897,0.0
2951,1,-55.1687,-28.8934,13.6902,-0.647743,1.219863,-0.167198,-55.1687,-28.8934,13.6902,0.0
2952,1,-55.2677,-29.0637,13.6907,-0.649067,1.234409,-0.163564,-55.2677,-29.0637,13.6907,0.0
2953,1,-55.3667,-29.2348,13.6911,-0.649067,1.234409,-0.163564,-55.3667,-29.2348,13.6911,0.0
2954,1,-55.465,-29.4044,13.6914,-0.649067,1.234409,-0.163564,-55.465,-29.4044,13.6914,0.0
2955,1,-55.5625,-29.5725,13.6917,-0.647581,1.246038,-0.16531,-55.5625,-29.5725,13.6917,0.0
2956,1,-55.6593,-29.7391,13.6918,-0.647581,1.246038,-0.16531,-55.6593,-29.7391,13.6918,0.0
2957,1,-55.757,-29.9065,13.6919,-0.647581,1.246038,-0.16531,-55.757,-29.9065,13.6919,0.0
2958,1,-55.8555,-30.0746,13.6919,-0.646794,1.261258,-0.161256,-55.8555,-30.0746,13.6919,0.0
2959,1,-55.9548,-30.2434,13.6918,-0.646794,1.261258,-0.161256,-55.9548,-30.2434,13.6918,0.0
2960,1,-56.0533,-30.4107,13.6916,-0.646794,1.261258,-0.161256,-56.0533,-30.4107,13.6916,0.0
2961,1,-56.151,-30.5765,13.6913,-0.647199,1.274814,-0.158558,-56.151,-30.5765,13.6913,0.0
2962,1,-56.2478,-30.7409,13.691,-0.647199,1.274814,-0.158558,-56.2478,-30.7409,13.691,0.0
2963,1,-56.3453,-30.906,13.6905,-0.647199,1.274814,-0.158558,-56.3453,-30.906,13.6905,0.0
2964,1,-56.4436,-31.0718,13.6899,-0.64703,1.286969,-0.158302,-56.4436,-31.0718,13.6899,0.0
2965,1,-56.5426,-31.2384,13.6892,-0.64703,1.286969,-0.158302,-56.5426,-31.2384,13.6892,0.0
2966,1,-56.6423,-31.4044,13.6884,-0.64703,1.286969,-0.158302,-56.6423,-31.4044,13.6884,0.0
2967,1,-56.7427,-31.5698,13.6876,-0.645543,1.302542,-0.154012,-56.7427,-31.5698,13.6876,0.0
2968,1,-56.8438,-31.7342,13.6866,-0.645543,1.302542,-0.154012,-56.8438,-31.7342,13.6866,0.0
2969,1,-56.944,-31.8988,13.6856,-0.645543,1.302542,-0.154012,-56.944,-31.8988,13.6856,0.0
2970,1,-57.0432,-32.0636,13.6844,-0.645379,1.311705,-0.157614,-57.0432,-32.0636,13.6844,0.0
2971,0,-57.1416,-32.2285,13.6831,-0.645379,1.311705,-0.157614,-53.9001,-70.0029,-0.8919,37.9132
2972,0,-57.2406,-32.3926,13.6818,-0.645379,1.311705,-0.157614,-53.9001,-70.0029,-0.8919,37.7583
2973,0,-57.3403,-32.5562,13.6803,-0.644934,1.325959,-0.154294,-53.9283,-69.9965,-0.8848,37.5955
2974,0,-57.4407,-32.7195,13.6787,-0.644934,1.325959,-0.154294,-53.9283,-69.9965,-0.8848,37.4421
2975,0,-57.5402,-32.8826,13.677,-0.644934,1.325959,-0.154294,-53.9283,-69.9965,-0.8848,37.2893
2976,0,-57.6388,-33.0453,13.6752,-0.644342,1.334779,-0.158703,-53.9388,-69.9838,-0.8734,37.1234
2977,0,-57.7364,-33.2073,13.6732,-0.644342,1.334779,-0.158703,-53.9388,-69.9838,-0.8734,36.972
2978,0,-57.8348,-33.3689,13.6712,-0.644342,1.334779,-0.158703,-53.9388,-69.9838,-0.8734,36.8216
2979,0,-57.9338,-33.5301,13.6691,-0.644169,1.349415,-0.154584,-53.9685,-69.978,-0.8672,36.6629
2980,0,-58.0335,-33.6913,13.6669,-0.644169,1.349415,-0.154584,-53.9685,-69.978,-0.8672,36.5137
2981,0,-58.1331,-33.8524,13.6647,-0.644169,1.349415,-0.154584,-53.9685,-69.978,-0.8672,36.3648
2982,0,-58.2323,-34.0134,13.6625,-0.643903,1.35922,-0.157144,-53.9828,-69.9667,-0.8575,36.2036
2983,1,-58.331,-34.174,13.6602,-0.643903,1.35922,-0.157144,-58.331,-34.174,13.6602,0.0
2984,1,-58.4293,-34.3353,13.6577,-0.643903,1.35922,-0.157144,-58.4293,-34.3353,13.6577,0.0
2985,1,-58.5272,-34.4972,13.6552,-0.643326,1.371336,-0.156262,-58.5272,-34.4972,13.6552,0.0
2986,1,-58.625,-34.66,13.6524,-0.643326,1.371336,-0.156262,-58.625,-34.66,13.6524,0.0
2987,1,-58.7219,-34.8223,13.6496,-0.643326,1.371336,-0.156262,-58.7219,-34.8223,13.6496,0.0
2988,1,-58.8179,-34.9841,13.6465,-0.643813,1.381971,-0.1575,-58.8179,-34.9841,13.6465,0.0
2989,1,-58.913,-35.1453,13.6434,-0.643813,1.381971,-0.1575,-58.913,-35.1453,13.6434,0.0
2990,1,-59.0089,-35.3058,13.6401,-0.643813,1.381971,-0.1575,-59.0089,-35.3058,13.6401,0.0
2991,1,-59.1056,-35.466,13.6367,-0.640125,1.396621,-0.155234,-59.1056,-35.466,13.6367,0.0
2992,1,-59.2031,-35.6261,13.6333,-0.640125,1.396621,-0.155234,-59.2031,-35.6261,13.6333,0.0
2993,1,-59.2996,-35.7862,13.6297,-0.640125,1.396621,-0.155234,-59.2996,-35.7862,13.6297,0.0
2994,1,-59.3953,-35.9462,13.626,-0.641013,1.407521,-0.155279,-59.3953,-35.9462,13.626,0.0
2995,1,-59.4901,-36.1059,13.6222,-0.641013,1.407521,-0.155279,-59.4901,-36.1059,13.6222,0.0
2996,1,-59.5857,-36.2653,13.6183,-0.641013,1.407521,-0.155279,-59.5857,-36.2653,13.6183,0.0
2997,1,-59.682,-36.4248,13.6144,-0.640231,1.42275,-0.150162,-59.682,-36.4248,13.6144,0.0
2998,1,-59.7791,-36.5846,13.6104,-0.640231,1.42275,-0.150162,-59.7791,-36.5846,13.6104,0.0
2999,1,-59.8753,-36.7447,13.6065,-0.640231,1.42275,-0.150162,-59.8753,-36.7447,13.6065,0.0
3000,1,-59.9706,-36.9051,13.6024,-0.640662,1.433458,-0.151133,-59.9706,-36.9051,13.6024,0.0
3001,1,-60.0651,-37.0656,13.5984,-0.640662,1.433458,-0.151133,-60.0651,-37.0656,13.5984,0.0
3002,1,-60.1603,-37.225,13.5943,-0.640662,1.433458,-0.151133,-60.1603,-37.225,13.5943,0.0
3003,1,-60.2563,-37.3834,13.5903,-0.639027,1.446665,-0.149398,-60.2563,-37.3834,13.5903,0.0
3004,1,-60.3531,-37.5408,13.5862,-0.639027,1.446665,-0.149398,-60.3531,-37.5408,13.5862,0.0
3005,1,-60.4498,-37.6995,13.5822,-0.639027,1.446665,-0.149398,-60.4498,-37.6995,13.5822,0.0
3006,1,-60.5468,-37.8595,13.5781,-0.640043,1.457492,-0.149515,-60.5468,-37.8595,13.5781,0.0
3007,1,-60.6442,-38.0209,13.574,-0.640043,1.457492,-0.149515,-60.6442,-38.0209,13.574,0.0
3008,1,-60.7412,-38.1825,13.5699,-0.640043,1.457492,-0.149515,-60.7412,-38.1825,13.5699,0.0
3009,1,-60.8378,-38.3441,13.5658,-0.638938,1.470538,-0.148192,-60.8378,-38.3441,13.5658,0.0
3010,1,-60.934,-38.5057,13.5615,-0.638938,1.470538,-0.148192,-60.934,-38.5057,13.5615,0.0
3011,1,-61.0321,-38.6686,13.5572,-0.638938,1.470538,-0.148192,-61.0321,-38.6686,13.5572,0.0
3012,1,-61.1319,-38.8326,13.5528,-0.638296,1.483102,-0.146873,-61.1319,-38.8326,13.5528,0.0
3013,1,-61.2334,-38.9979,13.5482,-0.638296,1.483102,-0.146873,-61.2334,-38.9979,13.5482,0.0
3014,1,-61.3354,-39.1634,13.5436,-0.638296,1.483102,-0.146873,-61.3354,-39.1634,13.5436,0.0
3015,1,-61.435,-39.3251,13.5391,-0.639196,1.493365,-0.14873,-61.435,-39.3251,13.5391,0.0
3016,1,-61.5324,-39.4836,13.5347,-0.639196,1.493365,-0.14873,-61.5324,-39.4836,13.5347,0.0
3017,1,-61.6304,-39.643,13.5302,-0.639196,1.493365,-0.14873,-61.6304,-39.643,13.5302,0.0
3018,1,-61.7285,-39.8031,13.5255,-0.638674,1.503873,-0.150021,-61.7285,-39.8031,13.5255,0.0
3019,1,-61.8268,-39.9637,13.5208,-0.638674,1.503873,-0.150021,-61.8268,-39.9637,13.5208,0.0
3020,1,-61.9251,-40.1246,13.5161,-0.638674,1.503873,-0.150021,-61.9251,-40.1246,13.5161,0.0
3021,0,-62.0237,-40.2857,13.5114,-0.63651,1.513511,-0.154382,-54.2523,-69.8541,-0.7428,30.5726
3022,0,-62.1227,-40.4468,13.5066,-0.63651,1.513511,-0.154382,-54.2523,-69.8541,-0.7428,30.4423
3023,0,-62.2213,-40.6079,13.5019,-0.63651,1.513511,-0.154382,-54.2523,-69.8541,-0.7428,30.3124
3024,0,-62.3196,-40.7693,13.4971,-0.63712,1.528908,-0.147687,-54.2861,-69.8503,-0.74,30.1702
3025,0,-62.4174,-40.9312,13.4924,-0.63712,1.528908,-0.147687,-54.2861,-69.8503,-0.74,30.0405
3026,0,-62.5164,-41.0927,13.4876,-0.63712,1.528908,-0.147687,-54.2861,-69.8503,-0.74,29.9121
3027,0,-62.6167,-41.2538,13.4828,-0.637622,1.544002,-0.142672,-54.3175,-69.8445,-0.7355,29.7708
3028,0,-62.7181,-41.4146,13.478,-0.637622,1.544002,-0.142672,-54.3175,-69.8445,-0.7355,29.645
3029,0,-62.8191,-41.5771,13.4732,-0.637622,1.544002,-0.142672,-54.3175,-69.8445,-0.7355,29.5181
3030,0,-62.9195,-41.7416,13.4683,-0.636785,1.5562,-0.142351,-54.3389,-69.836,-0.7261,29.3756
3031,0,-63.0195,-41.9079,13.4635,-0.636785,1.5562,-0.142351,-54.3389,-69.836,-0.7261,29.2461
3032,0,-63.1189,-42.0749,13.4585,-0.636785,1.5562,-0.142351,-54.3389,-69.836,-0.7261,29.1165
3033,0,-63.2177,-42.2424,13.4534,-0.635745,1.566429,-0.145155,-54.3536,-69.825,-0.7146,28.9719
3034,0,-63.3159,-42.4103,13.4482,-0.635745,1.566429,-0.145155,-54.3536,-69.825,-0.7146,28.8424
3035,0,-63.4151,-42.5775,13.443,-0.635745,1.566429,-0.145155,-54.3536,-69.825,-0.7146,28.7148
3036,0,-63.5152,-42.7438,13.4378,-0.636683,1.577974,-0.145128,-54.3737,-69.8145,-0.7083,28.5725
3037,0,-63.6162,-42.9094,13.4326,-0.636683,1.577974,-0.145128,-54.3737,-69.8145,-0.7083,28.4483
3038,0,-63.7174,-43.0743,13.4273,-0.636683,1.577974,-0.145128,-54.3737,-69.8145,-0.7083,28.3257
3039,0,-63.8188,-43.2384,13.422,-0.635512,1.590224,-0.144891,-54.3951,-69.8063,-0.6982,28.1897
3040,0,-63.9206,-43.4019,13.4167,-0.635512,1.590224,-0.144891,-54.3951,-69.8063,-0.6982,28.0701
3041,0,-64.0228,-43.5667,13.4114,-0.635512,1.590224,-0.144891,-54.3951,-69.8063,-0.6982,27.9501
3042,0,-64.1252,-43.733,13.4061,-0.634685,1.603046,-0.143801,-54.4184,-69.7984,-0.6892,27.8142
3043,0,-64.2276,-43.9007,13.4008,-0.634685,1.603046,-0.143801,-54.4184,-69.7984,-0.6892,27.6932
3044,0,-64.3299,-44.0677,13.3956,-0.634685,1.603046,-0.143801,-54.4184,-69.7984,-0.6892,27.5737
3045,0,-64.4323,-44.2339,13.3905,-0.634185,1.616341,-0.141689,-54.4436,-69.7912,-0.6814,27.4399
3046,0,-64.535,-44.3995,13.3855,-0.634185,1.616341,-0.141689,-54.4436,-69.7912,-0.6814,27.3235
3047,0,-64.6371,-44.5664,13.3805,-0.634185,1.616341,-0.141689,-54.4436,-69.7912,-0.6814,27.2065
3048,0,-64.7386,-44.7348,13.3757,-0.635245,1.630922,-0.136646,-54.4742,-69.7852,-0.6783,27.0717
3049,0,-64.8395,-44.9046,13.3709,-0.635245,1.630922,-0.136646,-54.4742,-69.7852,-0.6783,26.9533
3050,0,-64.9414,-45.0737,13.3662,-0.635245,1.630922,-0.136646,-54.4742,-69.7852,-0.6783,26.8368
3051,0,-65.0442,-45.2421,13.3616,-0.633537,1.64654,-0.131912,-54.5062,-69.7812,-0.6696,26.7061
3052,0,-65.148,-45.4098,13.3571,-0.633537,1.64654,-0.131912,-54.5062,-69.7812,-0.6696,26.5935
3053,0,-65.2509,-45.5788,13.3527,-0.633537,1.64654,-0.131912,-54.5062,-69.7812,-0.6696,26.4803
3054,0,-65.3531,-45.7493,13.3483,-0.633334,1.658938,-0.130837,-54.5288,-69.7729,-0.6618,26.3495
3055,0,-65.4544,-45.9213,13.3439,-0.633334,1.658938,-0.130837,-54.5288,-69.7729,-0.6618,26.2349
3056,0,-65.5557,-46.0935,13.3397,-0.633334,1.658938,-0.130837,-54.5288,-69.7729,-0.6618,26.121
3057,0,-65.6571,-46.2657,13.3356,-0.634269,1.671762,-0.12917,-54.5528,-69.7637,-0.6563,25.9896
3058,0,-65.7588,-46.4378,13.3315,-0.634269,1.671762,-0.12917,-54.5528,-69.7637,-0.6563,25.878
3059,0,-65.8616,-46.6096,13.3276,-0.634269,1.671762,-0.12917,-54.5528,-69.7637,-0.6563,25.7682
3060,0,-65.9654,-46.7808,13.3237,-0.634099,1.685181,-0.126416,-54.5789,-69.7569,-0.6496,25.6428
3061,0,-66.0703,-46.9512,13.3199,-0.634099,1.685181,-0.126416,-54.5789,-69.7569,-0.6496,25.5372
3062,0,-66.1738,-47.1194,13.3162,-0.634099,1.685181,-0.126416,-54.5789,-69.7569,-0.6496,25.4342
3063,0,-66.2758,-47.2853,13.3126,-0.632979,1.698677,-0.124555,-54.6042,-69.7499,-0.6404,25.3157
3064,0,-66.3761,-47.4488,13.3093,-0.632979,1.698677,-0.124555,-54.6042,-69.7499,-0.6404,25.2174
3065,0,-66.4754,-47.6109,13.306,-0.632979,1.698677,-0.124555,-54.6042,-69.7499,-0.6404,25.1208
3066,0,-66.5765,-47.7758,13.3028,-0.633437,1.708274,-0.12764,-54.6176,-69.7372,-0.6315,25.0063
3067,0,-66.6799,-47.944,13.2996,-0.633437,1.708274,-0.12764,-54.6176,-69.7372,-0.6315,24.9087
3068,0,-66.7823,-48.1119,13.2966,-0.633437,1.708274,-0.12764,-54.6176,-69.7372,-0.6315,24.812
3069,0,-66.8838,-48.2793,13.2936,-0.631713,1.722461,-0.124606,-54.6452,-69.732,-0.622,24.6982
3070,0,-66.9842,-48.446,13.2909,-0.631713,1.722461,-0.124606,-54.6452,-69.732,-0.622,24.6037
3071,0,-67.0844,-48.6109,13.2883,-0.631713,1.722461,-0.124606,-54.6452,-69.732,-0.622,24.5119
3072,0,-67.1846,-48.774,13.2858,-0.631367,1.735472,-0.122741,-54.6697,-69.7245,-0.6144,24.4038
3073,0,-67.2848,-48.9353,13.2834,-0.631367,1.735472,-0.122741,-54.6697,-69.7245,-0.6144,24.3173
3074,0,-67.386,-49.097,13.2811,-0.631367,1.735472,-0.122741,-54.6697,-69.7245,-0.6144,24.2321
3075,0,-67.488,-49.2592,13.2787,-0.633803,1.747927,-0.120597,-54.6937,-69.7144,-0.612,24.127
3076,0,-67.5909,-49.4218,13.2763,-0.633803,1.747927,-0.120597,-54.6937,-69.7144,-0.612,24.0443
3077,0,-67.6929,-49.585,13.274,-0.633803,1.747927,-0.120597,-54.6937,-69.7144,-0.612,23.9619
3078,0,-67.7941,-49.7487,13.2717,-0.633805,1.759184,-0.121902,-54.7118,-69.7034,-0.603,23.8608
3079,0,-67.8943,-49.913,13.2695,-0.633805,1.759184,-0.121902,-54.7118,-69.7034,-0.603,23.779
3080,0,-67.9952,-50.0758,13.2673,-0.633805,1.759184,-0.121902,-54.7118,-69.7034,-0.603,23.7001
3081,0,-68.0968,-50.2371,13.2651,-0.632459,1.771801,-0.120651,-54.7349,-69.6966,-0.5935,23.6053
3082,0,-68.199,-50.397,13.2629,-0.632459,1.771801,-0.120651,-54.7349,-69.6966,-0.5935,23.532
3083,0,-68.301,-50.5566,13.2608,-0.632459,1.771801,-0.120651,-54.7349,-69.6966,-0.5935,23.4601
3084,0,-68.403,-50.7155,13.2586,-0.634297,1.78248,-0.121003,-54.7532,-69.6851,-0.5888,23.3702
3085,0,-68.5051,-50.8738,13.2565,-0.634297,1.78248,-0.121003,-54.7532,-69.6851,-0.5888,23.302
3086,0,-68.6073,-51.0323,13.2543,-0.634297,1.78248,-0.121003,-54.7532,-69.6851,-0.5888,23.235
3087,0,-68.7094,-51.1911,13.2521,-0.634849,1.795,-0.11948,-54.7765,-69.6764,-0.5827,23.1481
3088,0,-68.8111,-51.3503,13.2499,-0.634849,1.795,-0.11948,-54.7765,-69.6764,-0.5827,23.0828
3089,0,-68.9125,-51.509,13.2476,-0.634849,1.795,-0.11948,-54.7765,-69.6764,-0.5827,23.0192
3090,0,-69.0138,-51.6674,13.2453,-0.635067,1.806793,-0.118854,-54.7976,-69.6675,-0.5756,22.9369
3091,0,-69.1149,-51.8258,13.2429,-0.635067,1.806793,-0.118854,-54.7976,-69.6675,-0.5756,22.876
3092,0,-69.216,-51.9843,13.2405,-0.635067,1.806793,-0.118854,-54.7976,-69.6675,-0.5756,22.8163
3093,0,-69.3168,-52.1428,13.238,-0.637839,1.819773,-0.114574,-54.8248,-69.6596,-0.5755,22.7345
3094,0,-69.4171,-52.301,13.2354,-0.637839,1.819773,-0.114574,-54.8248,-69.6596,-0.5755,22.6772
3095,0,-69.5169,-52.459,13.2327,-0.637839,1.819773,-0.114574,-54.8248,-69.6596,-0.5755,22.6212
3096,0,-69.6163,-52.6172,13.23,-0.637744,1.833996,-0.109596,-54.8547,-69.6552,-0.5707,22.5433
3097,0,-69.7155,-52.7757,13.2272,-0.637744,1.833996,-0.109596,-54.8547,-69.6552,-0.5707,22.4891
3098,0,-69.8153,-52.9347,13.2243,-0.637744,1.833996,-0.109596,-54.8547,-69.6552,-0.5707,22.4365
3099,0,-69.9158,-53.094,13.2214,-0.641672,1.842418,-0.113199,-54.8657,-69.6385,-0.5677,22.3657
3100,0,-70.0168,-53.2534,13.2183,-0.641672,1.842418,-0.113199,-54.8657,-69.6385,-0.5677,22.3165
3101,0,-70.1168,-53.4141,13.2153,-0.641672,1.842418,-0.113199,-54.8657,-69.6385,-0.5677,22.2672
3102,0,-70.2157,-53.576,13.2122,-0.640519,1.855694,-0.110541,-54.8915,-69.6328,-0.5594,22.1958
3103,0,-70.3135,-53.7393,13.2091,-0.640519,1.855694,-0.110541,-54.8915,-69.6328,-0.5594,22.146
3104,0,-70.4119,-53.9018,13.206,-0.640519,1.855694,-0.110541,-54.8915,-69.6328,-0.5594,22.0986
3105,0,-70.5107,-54.0636,13.2029,-0.643468,1.866603,-0.110356,-54.9108,-69.6206,-0.5569,22.0313
3106,0,-70.6101,-54.2249,13.1999,-0.643468,1.866603,-0.110356,-54.9108,-69.6206,-0.5569,21.9886
3107,0,-70.7092,-54.3866,13.1968,-0.643468,1.866603,-0.110356,-54.9108,-69.6206,-0.5569,21.9469
3108,0,-70.8081,-54.5486,13.1936,-0.642765,1.878881,-0.109552,-54.9328,-69.6126,-0.5482,21.8849
3109,0,-70.9071,-54.7108,13.1904,-0.642765,1.878881,-0.109552,-54.9328,-69.6126,-0.5482,21.8459
3110,0,-71.0061,-54.8719,13.1872,-0.642765,1.878881,-0.109552,-54.9328,-69.6126,-0.5482,21.8092
3111,0,-71.105,-55.0322,13.1839,-0.646482,1.888332,-0.111647,-54.9472,-69.5975,-0.5457,21.7537
3112,0,-71.2036,-55.1915,13.1805,-0.646482,1.888332,-0.111647,-54.9472,-69.5975,-0.5457,21.721
3113,0,-71.3018,-55.3522,13.1771,-0.646482,1.888332,-0.111647,-54.9472,-69.5975,-0.5457,21.6887
3114,0,-71.3999,-55.5143,13.1737,-0.64715,1.899571,-0.111136,-54.9673,-69.5883,-0.5396,21.6358
3115,0,-71.498,-55.6778,13.1702,-0.64715,1.899571,-0.111136,-54.9673,-69.5883,-0.5396,21.6047
3116,0,-71.596,-55.8407,13.1667,-0.64715,1.899571,-0.111136,-54.9673,-69.5883,-0.5396,21.5757
3117,0,-71.6938,-56.0029,13.1632,-0.651169,1.911435,-0.109374,-54.99,-69.5762,-0.5398,21.5233
3118,0,-71.7913,-56.1645,13.1596,-0.651169,1.911435,-0.109374,-54.99,-69.5762,-0.5398,21.4979
3119,0,-71.8884,-56.3266,13.1559,-0.651169,1.911435,-0.109374,-54.99,-69.5762,-0.5398,21.4734
3120,0,-71.9852,-56.4889,13.1522,-0.65183,1.921337,-0.111398,-55.005,-69.5645,-0.5321,21.4312
3121,0,-72.082,-56.6513,13.1483,-0.65183,1.921337,-0.111398,-55.005,-69.5645,-0.5321,21.4097
3122,0,-72.1796,-56.8148,13.1443,-0.65183,1.921337,-0.111398,-55.005,-69.5645,-0.5321,21.3897
3123,0,-72.278,-56.9795,13.1401,-0.655309,1.933668,-0.108536,-55.0297,-69.5543,-0.5322,21.3455
3124,0,-72.3772,-57.1454,13.1357,-0.655309,1.933668,-0.108536,-55.0297,-69.5543,-0.5322,21.3288
3125,0,-72.4764,-57.3104,13.1311,-0.655309,1.933668,-0.108536,-55.0297,-69.5543,-0.5322,21.3143
3126,0,-72.5753,-57.4745,13.1265,-0.657678,1.944577,-0.108027,-55.0493,-69.5433,-0.5291,21.2795
3127,0,-72.6739,-57.6379,13.1217,-0.657678,1.944577,-0.108027,-55.0493,-69.5433,-0.5291,21.2689
3128,0,-72.772,-57.8014,13.1167,-0.657678,1.944577,-0.108027,-55.0493,-69.5433,-0.5291,21.2596
3129,0,-72.87,-57.965,13.1115,-0.660862,1.956069,-0.106458,-55.0711,-69.5323,-0.528,21.2275
3130,0,-72.968,-58.1284,13.1061,-0.660862,1.956069,-0.106458,-55.0711,-69.5323,-0.528,21.2214
3131,0,-73.0659,-58.2927,13.1004,-0.660862,1.956069,-0.106458,-55.0711,-69.5323,-0.528,21.2166
3132,0,-73.1637,-58.458,13.0944,-0.666603,1.967807,-0.101987,-55.0965,-69.5221,-0.5338,21.1857
3133,0,-73.2611,-58.6242,13.0881,-0.666603,1.967807,-0.101987,-55.0965,-69.5221,-0.5338,21.1829
3134,0,-73.3582,-58.7893,13.0814,-0.666603,1.967807,-0.101987,-55.0965,-69.5221,-0.5338,21.1821
3135,0,-73.4552,-58.9533,13.0744,-0.668036,1.97819,-0.104096,-55.1124,-69.5089,-0.5269,21.1632
3136,0,-73.5522,-59.1163,13.0672,-0.668036,1.97819,-0.104096,-55.1124,-69.5089,-0.5269,21.1668
3137,0,-73.6493,-59.2793,13.0595,-0.668036,1.97819,-0.104096,-55.1124,-69.5089,-0.5269,21.1722
3138,0,-73.7462,-59.4421,13.0515,-0.671101,1.990413,-0.099907,-55.1382,-69.5012,-0.5278,21.1529
3139,0,-73.8429,-59.6045,13.0431,-0.671101,1.990413,-0.099907,-55.1382,-69.5012,-0.5278,21.1615
3140,0,-73.9393,-59.7675,13.0344,-0.671101,1.990413,-0.099907,-55.1382,-69.5012,-0.5278,21.1713
3141,0,-74.0356,-59.9313,13.0254,-0.673838,2.001763,-0.098542,-55.1595,-69.4906,-0.5258,21.1586
3142,0,-74.132,-60.0959,13.0161,-0.673838,2.001763,-0.098542,-55.1595,-69.4906,-0.5258,21.1711
3143,0,-74.2285,-60.259,13.0064,-0.673838,2.001763,-0.098542,-55.1595,-69.4906,-0.5258,21.186
3144,0,-74.3249,-60.4209,12.9965,-0.677003,2.014112,-0.094181,-55.1857,-69.4829,-0.5269,21.1761
3145,0,-74.4212,-60.5815,12.9862,-0.677003,2.014112,-0.094181,-55.1857,-69.4829,-0.5269,21.1952
3146,0,-74.5172,-60.7431,12.9758,-0.677003,2.014112,-0.094181,-55.1857,-69.4829,-0.5269,21.2153
3147,0,-74.6132,-60.9056,12.9651,-0.679091,2.0227,-0.098788,-55.1959,-69.4668,-0.5198,21.2209
3148,0,-74.7094,-61.0693,12.9543,-0.679091,2.0227,-0.098788,-55.1959,-69.4668,-0.5198,21.2437
3149,0,-74.8057,-61.2318,12.9433,-0.679091,2.0227,-0.098788,-55.1959,-69.4668,-0.5198,21.2687
3150,0,-74.902,-61.3934,12.9322,-0.682813,2.035459,-0.093529,-55.2238,-69.4594,-0.5224,21.2671
